timestamp,open,high,low,close,volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2021-03-29,118.48657071923124,119.39238695881983,117.59049651669116,118.23332977294922,80819200
2021-03-30,116.98659687346046,117.26905645239088,115.76910253203405,116.78205871582031,85671900
2021-03-31,118.48657394561577,120.3079410804402,117.9995761138878,118.97357177734375,118323800
2021-04-01,120.44430093685868,120.9507753854183,119.30472042335516,119.80146026611328,75089100
2021-04-05,120.64884289146045,122.87929380413213,119.86964340519192,122.62605285644531,88651200
2021-04-06,123.21044576616356,123.82406033078875,122.3825509764638,122.92798614501953,80171300
2021-04-07,122.55785759372996,124.59350465582355,121.88579830959569,124.57402801513672,83466700
2021-04-08,125.59672494440802,126.99928093380576,125.17791398584798,126.97006225585938,88844600
2021-04-09,126.4246443564377,129.58038090088027,126.10322399320837,129.5414276123047,106686700
2021-04-12,129.07388434312833,129.39530463290586,127.23303349221449,127.8271713256836,91420000
2021-04-13,128.9960077236605,131.15827961533503,128.49926034784548,130.9342498779297,91266500
2021-04-14,131.43098018165665,131.48941754486856,128.2362755221187,128.59664916992188,87222800
2021-04-15,130.3400554559003,131.4893627521274,130.16472857733012,131.0023651123047,89347100
2021-04-16,130.80763872455088,131.1680124141945,129.81415884861858,130.67127990722656,84922400
2021-04-19,130.03812614844625,131.94716375459052,129.87254870669761,131.3335418701172,94264200
2021-04-20,131.50887932231677,132.00561168739057,128.3823471626382,129.64854431152344,94812300
2021-04-21,128.91808773896722,130.27194133858555,127.88565454440895,130.0284423828125,68847100
2021-04-22,129.58034294411806,130.66147844484067,127.99274053029319,128.5089569091797,84566500
2021-04-23,128.72326849315886,131.60628729046172,128.72326849315886,130.8271026611328,78657500
2021-04-26,131.32381490404939,131.54782970744535,130.0868364590517,131.2166748046875,66905100
2021-04-27,131.49913616765673,131.88874331170373,130.62254610203854,130.895263671875,66015800
2021-04-28,130.81732046769145,131.50886374451756,129.61931028089822,130.10630798339844,107760100
2021-04-29,132.92119413868548,133.50559750247544,129.00572727008065,130.00894165039062,151101000
2021-04-30,128.3531289693404,130.08683981317637,127.66160046998598,128.0414581298828,109839500
2021-05-03,128.60632513321372,130.58354914625434,128.4017944552361,129.09332275390625,75135100
2021-05-04,127.77848641989287,128.070688075214,123.40524078183631,124.52533721923828,137564700
2021-05-05,125.84022317213565,127.05771762012843,124.64221279666873,124.76883697509766,84000900
2021-05-06,124.56429785702491,126.37593028448455,123.8240591134078,126.36619567871094,78128300
2021-05-07,127.66379828936026,128.06380344320834,126.32714777247271,127.03938293457031,78973300
2021-05-10,126.25886899143829,126.38569336703041,123.7221730582719,123.76119995117188,88071200
2021-05-11,120.49275831659119,123.19530516720471,119.78053064001386,122.84407806396484,126142800
2021-05-12,120.39519702699735,121.60500079746393,119.27319817304675,119.78053283691406,112172300
2021-05-13,121.54645335187067,123.07822323359044,121.23424571494745,121.92695617675781,105861300
2021-05-14,123.17578845259833,124.77585354473081,122.78552704006465,124.34656524658203,81918000
2021-05-17,123.73194592296774,123.83926802992457,122.12212176223487,123.1953353881836,74244600
2021-05-18,123.47825121325309,123.89778097564653,121.7415955505699,121.80989074707031,63342900
2021-05-19,120.16105765432343,121.87819629608094,119.86835967667767,121.65380096435547,92612000
2021-05-20,122.18065274217139,124.61001915730156,122.05381347828964,124.20999908447266,76857100
2021-05-21,124.70757329750661,124.88319058200729,122.16112639405591,122.37577056884766,79295400
