time,close,probability,cash,equity,in_position
2025-12-09,276.9208679199219,0.2122280998272636,10057.450505683268,10057.450505683268,0
2025-12-10,278.5193786621094,0.26973757339827803,10057.450505683268,10057.450505683268,0
2025-12-11,277.77008056640625,0.23850804368948778,10057.450505683268,10057.450505683268,0
2025-12-12,278.0198669433594,0.23905580260142206,10057.450505683268,10057.450505683268,0
2025-12-15,273.8537292480469,0.2013866433687598,10057.450505683268,10057.450505683268,0
2025-12-16,274.353271484375,0.23908192954174107,10057.450505683268,10057.450505683268,0
2025-12-17,271.5858764648437,0.24208910371890302,10057.450505683268,10057.450505683268,0
2025-12-18,271.935546875,0.22492015100075552,10057.450505683268,10057.450505683268,0
2025-12-19,273.4141845703125,0.22548558147520348,10057.450505683268,10057.450505683268,0
2025-12-22,270.7166748046875,0.24513506390453174,10057.450505683268,10057.450505683268,0
2025-12-23,272.1053771972656,0.2450158312203331,10057.450505683268,10057.450505683268,0
2025-12-24,273.55401611328125,0.27572331350976637,10057.450505683268,10057.450505683268,0
2025-12-26,273.1444091796875,0.2973274773722368,10057.450505683268,10057.450505683268,0
2025-12-29,273.50408935546875,0.30511220238602527,10057.450505683268,10057.450505683268,0
2025-12-30,272.82470703125,0.4228830788739947,10057.450505683268,10057.450505683268,0
2025-12-31,271.6058349609375,0.38825743219496855,10057.450505683268,10057.450505683268,0
2026-01-02,270.75665283203125,0.3339025285261261,10057.450505683268,10057.450505683268,0
2026-01-05,267.0101623535156,0.2593030321835983,10057.450505683268,10057.450505683268,0
2026-01-06,262.1147155761719,0.27485235373887607,10057.450505683268,10057.450505683268,0
2026-01-07,260.08660888671875,0.2983325016766727,10057.450505683268,10057.450505683268,0
2026-01-08,258.7978515625,0.3251868223400515,10057.450505683268,10057.450505683268,0
2026-01-09,259.1275329589844,0.3389429572373416,10057.450505683268,10057.450505683268,0
2026-01-12,260.0067138671875,0.28748315505700267,10057.450505683268,10057.450505683268,0
2026-01-13,260.8059387207031,0.22757796088355728,10057.450505683268,10057.450505683268,0
2026-01-14,259.71697998046875,0.28802574336009545,10057.450505683268,10057.450505683268,0
2026-01-15,257.9685974121094,0.3042643485911759,10057.450505683268,10057.450505683268,0
2026-01-16,255.29112243652344,0.28092206102240747,10057.450505683268,10057.450505683268,0
2026-01-20,246.4693756103516,0.3386840334747364,10057.450505683268,10057.450505683268,0
2026-01-21,247.41848754882807,0.2968523298417894,10057.450505683268,10057.450505683268,0
2026-01-22,248.1178436279297,0.2815071009859036,10057.450505683268,10057.450505683268,0
2026-01-23,247.80812072753903,0.25039771119942594,10057.450505683268,10057.450505683268,0
2026-01-26,255.17123413085935,0.2748115212753195,10057.450505683268,10057.450505683268,0
2026-01-27,258.0285339355469,0.37082652714421016,10057.450505683268,10057.450505683268,0
2026-01-28,256.2002868652344,0.3136727074302277,10057.450505683268,10057.450505683268,0
2026-01-29,258.0385437011719,0.3372276616137466,10057.450505683268,10057.450505683268,0
2026-01-30,259.2374267578125,0.29164894642936945,10057.450505683268,10057.450505683268,0
2026-02-02,269.7575988769531,0.35760626540540197,10057.450505683268,10057.450505683268,0
2026-02-03,269.22808837890625,0.33104011028418134,10057.450505683268,10057.450505683268,0
2026-02-04,276.23150634765625,0.2880220038681134,10057.450505683268,10057.450505683268,0
2026-02-05,275.6520690917969,0.3218015260548842,10057.450505683268,10057.450505683268,0
2026-02-06,277.8599853515625,0.2897465453859834,10057.450505683268,10057.450505683268,0
2026-02-09,274.6199951171875,0.28076203590894266,10057.450505683268,10057.450505683268,0
2026-02-10,273.67999267578125,0.30803422013674,10057.450505683268,10057.450505683268,0
2026-02-11,275.5,0.318848322162996,10057.450505683268,10057.450505683268,0
2026-02-12,261.7300109863281,0.18745769944367913,10057.450505683268,10057.450505683268,0
2026-02-13,255.77999877929688,0.22750158412031102,10057.450505683268,10057.450505683268,0
2026-02-17,263.8800048828125,0.17862222566053146,10057.450505683268,10057.450505683268,0
2026-02-18,264.3500061035156,0.1982082886450453,10057.450505683268,10057.450505683268,0
2026-02-19,260.5799865722656,0.24613972407654564,10057.450505683268,10057.450505683268,0
2026-02-20,264.5799865722656,0.2691571530236397,10057.450505683268,10057.450505683268,0
2026-02-23,266.17999267578125,0.35568991393034555,10057.450505683268,10057.450505683268,0
2026-02-24,272.1400146484375,0.4061149502180254,10057.450505683268,10057.450505683268,0
2026-02-25,274.2300109863281,0.41234254695866424,10057.450505683268,10057.450505683268,0
2026-02-26,272.95001220703125,0.32584553354227175,10057.450505683268,10057.450505683268,0
2026-02-27,264.17999267578125,0.23838874809707297,10057.450505683268,10057.450505683268,0
2026-03-02,264.7200012207031,0.24246468129273102,10057.450505683268,10057.450505683268,0
2026-03-03,263.75,0.17388386202160416,10057.450505683268,10057.450505683268,0
2026-03-04,262.5199890136719,0.17225634312048196,10057.450505683268,10057.450505683268,0
2026-03-05,260.2900085449219,0.1778230988060865,10057.450505683268,10057.450505683268,0
2026-03-06,257.4599914550781,0.19272029752354228,10057.450505683268,10057.450505683268,0
2026-03-09,259.8800048828125,0.16975051858916015,10057.450505683268,10057.450505683268,0
2026-03-10,260.8299865722656,0.15739857449728742,10057.450505683268,10057.450505683268,0
2026-03-11,260.8099975585937,0.19753606719697514,10057.450505683268,10057.450505683268,0
2026-03-12,255.75999450683597,0.16656114840628852,10057.450505683268,10057.450505683268,0
2026-03-13,250.1199951171875,0.18884600588662176,10057.450505683268,10057.450505683268,0
2026-03-16,252.82000732421875,0.20119898917697146,10057.450505683268,10057.450505683268,0
2026-03-17,254.22999572753903,0.19634601560314424,10057.450505683268,10057.450505683268,0
2026-03-18,249.94000244140625,0.19619700133123594,10057.450505683268,10057.450505683268,0
2026-03-19,248.9600067138672,0.16647915899621513,10057.450505683268,10057.450505683268,0
2026-03-20,247.9900054931641,0.19300185192541783,10057.450505683268,10057.450505683268,0
2026-03-23,251.4900054931641,0.19857373342550869,10057.450505683268,10057.450505683268,0
2026-03-24,251.63999938964844,0.2079354940004243,10057.450505683268,10057.450505683268,0
2026-03-25,252.6199951171875,0.2760145106223366,10057.450505683268,10057.450505683268,0
2026-03-26,252.88999938964844,0.29739310246835454,10057.450505683268,10057.450505683268,0
